Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,vibe,vibe_score
2392,19zJggaQrCRG3AibCbjXcJ,La Ley,Rock un sentimiento vol. I,Si Tu No Estas Aqui,0,184253,False,0.732,0.348,2,-17.078,1,0.0476,0.0484,0.185,0.197,0.963,126.142,4,alt-rock,party,0.63643
2393,1QcpKf67hgqKFa3mLp9KfL,La Ley,Rock un sentimiento vol. I,Prisioneros De La Piel,0,201146,False,0.733,0.282,4,-17.764,0,0.0381,0.0487,0.0139,0.0834,0.92,132.04,4,alt-rock,party,0.6135550000000001
2396,04GunTYlMUoEnc5pwzQANm,Charly García,Rock x siempre,Yendo De La Cama Al Living,0,283760,False,0.659,0.433,7,-9.426,0,0.19,0.368,0.000312,0.13,0.572,80.115,4,alt-rock,party,0.566
2397,6aUEWZkvcTFOpr8viqbRza,Los Prisioneros,Rock un sentimiento vol. I,Corazones Rojos,0,211626,False,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,4,alt-rock,party,0.67405
2399,4MTx23V7Axs7subL3UdGft,Charly García,Rock x siempre,Demoliendo Hoteles,0,135973,False,0.616,0.702,10,-8.467,0,0.0618,0.00321,0.0,0.391,0.41,78.728,4,alt-rock,party,0.57889
2400,2wXioTynVwrEWYRv6R6vEj,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Void,68,203666,False,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4,alt-rock,party,0.493105
2408,2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,The Getaway,Dark Necessities,74,302000,False,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,alt-rock,party,0.60363
2423,0TEm33n5APQRJ45tWmRnxQ,Las Pastillas del Abuelo,2020,Rocanrol N´n´n´,50,266143,False,0.703,0.589,11,-6.106,0,0.0249,0.138,2.4e-05,0.145,0.931,100.022,4,alt-rock,party,0.6747950000000001
2425,6CmuT4GB0mCTviUq2jB9Fe,Joy Division,Planet 80's,Atmosphere,1,249478,False,0.616,0.387,6,-11.813,1,0.0314,0.227,0.514,0.116,0.435,120.03,4,alt-rock,party,0.50237
2439,34p4d1RRVLvfg1xKEJfPvW,Moderatto;KAROL G,Halloween 2022 Perreo Vol. 5,Caballero,0,193106,False,0.694,0.853,4,-4.207,0,0.107,0.0367,9.89e-05,0.352,0.74,93.08,4,alt-rock,party,0.7112999999999999
2447,7wmIhVA7yo1GqVyvK0TQK3,Los Bunkers;Manuel García,Rock un sentimiento vol. I,Al Final De Este Viaje En La Vida,0,203146,False,0.512,0.607,9,-5.289,1,0.0304,0.205,0.0,0.29,0.668,63.25,4,alt-rock,party,0.5350699999999999
2450,5r5cp9IpziiIsR6b93vcnQ,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,198440,False,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,alt-rock,party,0.7639900000000001
2451,60F6pgM6H6miNr5AmjxwjL,The Neighbourhood,Fallen Star,Fallen Star,70,224938,False,0.603,0.551,10,-6.259,0,0.0304,0.0696,0.0976,0.192,0.439,75.001,4,alt-rock,party,0.53677
2455,5v8aEcHcaJIGYpfVVPtJjI,The Neighbourhood,I'm Sorry...,Wires,71,193080,False,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991,4,alt-rock,party,0.496195
2456,4XfI7M5gLwEY84gYiH4RDD,The Neighbourhood,Chip Chrome & The Mono-Tones,Devil's Advocate,71,186306,False,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,4,alt-rock,party,0.665525
2465,6hypt8VPJxeMXTTcRUHS86,The Score,Pressure,Glory,60,166693,False,0.564,0.613,11,-5.055,1,0.0318,0.111,3.22e-06,0.0825,0.48,84.951,4,alt-rock,party,0.53704
2469,0W7KIc2GSB9suYQAaMZ9rF,Casting Crowns;Matthew West,Only Jesus,Nobody (feat. Matthew West),67,206400,False,0.561,0.717,8,-5.72,1,0.0381,0.458,0.0,0.138,0.455,79.993,4,alt-rock,party,0.5579550000000001
2475,4vaSrWwFJokTqzy5h6eTPC,Esteman,Halloween 2022 Pop Vol. 5,Fuimos Amor,0,249426,False,0.824,0.554,7,-7.624,0,0.0585,0.176,0.0,0.14,0.794,96.034,4,alt-rock,party,0.7137249999999999
2481,3nS2Qnx8s1zuYSi7tcsDzi,Esteman,Alternativo diferente latino,Noche Sensorial,0,201000,False,0.857,0.735,7,-5.223,1,0.0611,0.145,0.00357,0.0546,0.649,105.007,4,alt-rock,party,0.7555050000000001
2482,0wMGxaOeu5zZfbx3gWctMx,Los Abuelos De La Nada,Rock x siempre,Mil Horas,0,165186,False,0.706,0.474,7,-8.55,0,0.0598,0.242,0.0,0.0789,0.545,99.776,4,alt-rock,party,0.5915400000000001
2490,0CaAQYzg0k2poWXt30rCz0,Bersuit Vergarabat,Triste Hora,La Soledad,2,263933,True,0.639,0.671,9,-4.563,0,0.0375,0.105,0.0,0.242,0.73,92.012,4,alt-rock,party,0.6305750000000001
2495,087Hfvj80hJaJ7e15qKebK,Los Abuelos De La Nada,Rock x siempre,Sin Gamulán,0,195400,False,0.615,0.549,9,-12.159,1,0.0481,0.536,8.43e-06,0.0536,0.391,75.054,4,alt-rock,party,0.536555
2497,0BFWUoOu91FcOEtpTdWFrN,Bersuit Vergarabat,Rock x siempre,Esperando El Impacto,0,217200,False,0.626,0.515,7,-5.26,1,0.0255,0.15,1.48e-06,0.218,0.478,110.999,4,alt-rock,party,0.5460250000000001
2501,40iocOzytrqaRn5RbGPDNp,The Neighbourhood,Chip Chrome & The Mono-Tones,Cherry Flavoured,68,208453,False,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769,4,alt-rock,party,0.5436300000000001
2502,0Sjz8pTu8vcVvGP5rtyh3Q,The Technicolors,Ultraviolet Disguise (Deluxe Edition),Tonight You Are Mine,66,230000,False,0.634,0.6,11,-6.662,1,0.0265,0.00203,0.00569,0.0796,0.64,90.017,4,alt-rock,party,0.596025
2523,2riJzw9rShSNaC2GAUn9cY,The Afters,The Beginning & Everything After,Fear No More,56,202478,False,0.501,0.587,10,-5.587,1,0.0282,0.218,0.0,0.0886,0.279,82.017,4,alt-rock,party,0.46556000000000003
2534,4ocDKtGkfPHFpUlmkOfAiy,Bandalos Chinos,Alternativo diferente latino,Demasiado,0,226133,False,0.776,0.425,11,-9.724,0,0.0335,0.27,0.0468,0.111,0.427,133.489,4,alt-rock,party,0.598775
2564,2hRNxkgCScd5yxbTsrGQR4,Charlie Brown Jr.,Acústico (Ao Vivo),Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,48,282333,False,0.544,0.596,1,-10.325,0,0.059,0.226,1.17e-05,0.989,0.794,80.96,4,alt-rock,party,0.57025
2575,2YIpus6UhA3TOKmxNtfQrb,Las Pastillas del Abuelo,Las Pastillas del Abuelo,Candombe de Resacas,48,329640,False,0.694,0.706,9,-6.151,1,0.0516,0.173,0.0,0.0829,0.537,96.759,4,alt-rock,party,0.6413300000000001
2577,0fdN1fuFWKKACOGnDJmyiC,Os Paralamas Do Sucesso;Pitty,Multishow Ao Vivo Paralamas Brasil Afora (Ao Vivo / Deluxe),Tendo A Lua - Ao Vivo,48,188853,False,0.688,0.601,2,-9.324,1,0.0442,0.0905,0.000513,0.952,0.643,81.128,4,alt-rock,party,0.6273100000000001
2596,5zc2yka1Itw55sYxeGH4Sp,Las Pastillas del Abuelo,Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),Rompecabezas De Amor... - Live In Buenos Aires / 2016,48,305813,False,0.537,0.688,2,-5.879,0,0.0308,0.33,1.22e-05,0.896,0.337,76.155,4,alt-rock,party,0.51944
2597,3vcQXcGUqeaFpPIL1oIKTl,Divididos,Rock x siempre,¿Qué Ves?,0,313733,False,0.87,0.53,9,-9.654,0,0.0694,0.0315,0.000123,0.0395,0.751,107.882,4,alt-rock,party,0.72712
2601,3FtYbEfBqAlGO46NUDQSAt,MGMT,Oracular Spectacular,Electric Feel,77,229640,False,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock,party,0.706305
2605,3yydZof4pq6N4zeyTzLwQk,RAC;Louis The Child,BOY,Passion,67,132746,False,0.777,0.721,0,-6.951,1,0.071,0.476,0.0512,0.27,0.88,106.956,4,alt-rock,party,0.7431500000000001
2674,65P8KmStYrVUPlchXH2CH8,The Wallflowers,Fiesta temática 90s,One Headlight,0,316520,False,0.683,0.643,2,-7.425,1,0.0312,0.000576,0.00118,0.0564,0.771,107.027,4,alt-rock,party,0.65361
2688,6n6zJJFmKJ1DoKq2eMCbEb,The Wallflowers,Hits Pop Rock 90's,One Headlight,0,316520,False,0.683,0.643,2,-7.425,1,0.0312,0.000576,0.00118,0.0564,0.771,107.027,4,alt-rock,party,0.65361
2702,49clMzwHdKb5f0awEH99pg,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",A Change Of Heart,59,283840,True,0.736,0.502,5,-7.465,1,0.0242,0.223,0.0105,0.0843,0.533,105.003,4,alt-rock,party,0.61146
2703,2EtDBM1HREttw143IwZvJ0,The Score;blackbear,Pressure,Dreamin (with blackbear),59,198640,True,0.609,0.726,1,-3.947,0,0.108,0.00252,0.0,0.0745,0.616,79.967,4,alt-rock,party,0.6142500000000001
2710,6urCAbunOQI4bLhmGpX7iS,No Doubt,Tragic Kingdom,Don't Speak,77,263560,False,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,4,alt-rock,party,0.5454100000000001
2723,0aQAxk0VUa03yons7PZjS1,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Blues de la Artillería,46,269800,False,0.67,0.62,11,-7.247,0,0.0274,0.045,0.00126,0.11,0.876,108.243,4,alt-rock,party,0.65627
2744,2Ai4eBBKTWgn9Mna9yzqeq,Estelares,Una Temporada en el Amor,Las Trémulas Canciones,46,277304,False,0.739,0.679,7,-4.918,1,0.0261,0.157,3.19e-06,0.0405,0.772,113.023,4,alt-rock,party,0.6933050000000001
2750,0SRPuTnr5QOKRoIxMvvlgK,Dominic Fike,What Could Possibly Go Wrong,Vampire,64,186050,False,0.787,0.735,0,-4.808,0,0.0857,0.331,4.09e-05,0.113,0.698,97.957,4,alt-rock,party,0.725585
2751,6HguG9HRb1Ke1bhihfE4m8,The 1975,A Brief Inquiry Into Online Relationships,Sincerity Is Scary,66,225955,False,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,4,alt-rock,party,0.5688650000000001
2758,6h3lMAmmpQDFqoHk9F99IR,Bea Miller,aurora,S.L.U.T.,67,179146,False,0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,4,alt-rock,party,0.70291
2769,13DqxJiOQYYbgcFVhd8Rtk,Birileri,...aynı yer,...aynı yer,46,213033,False,0.635,0.414,11,-10.369,0,0.0322,0.165,2.13e-05,0.229,0.692,88.978,4,alt-rock,party,0.55816
2772,3FdszHMbgPXCYxDYhW5B0N,La Portuaria,Hasta Despertar,Perfidia,46,227558,False,0.658,0.701,2,-8.088,1,0.023,0.182,0.035,0.104,0.885,98.024,4,alt-rock,party,0.67105
2789,0nIr30RF5GZRmJWp8IBLpC,Los Caligaris,Circología,Bolso Gris,46,202000,False,0.686,0.72,5,-4.771,1,0.0252,0.0347,0.0,0.16,0.771,97.978,4,alt-rock,party,0.6742100000000002
2801,5nQvUs9YQeg3vshSzydlRw,Foreign Air,Free Animal,Free Animal,57,180213,False,0.577,0.583,5,-7.257,0,0.0433,0.0904,0.0,0.0937,0.406,80.002,4,alt-rock,party,0.526165
2805,1BSAmxkrz2H8v5kpTfAT6v,Bea Miller,chapter two: red,like that,55,185440,False,0.426,0.445,6,-5.776,0,0.169,0.183,0.0,0.661,0.347,56.966,4,alt-rock,party,0.40605
2816,5i9YJPhJo1RrWHKjkbkgmk,Büyük Ev Ablukada,FIRTINAYT,BENİM KAFAM SİKTİRMİŞ GİTMİŞ,45,117460,True,0.761,0.652,11,-10.534,0,0.236,0.0632,0.0,0.104,0.847,125.018,4,alt-rock,party,0.7204
2818,3K2JogTLIIthEsUp1bgPFS,Ciro y los Persas,Naranja Persa 2,Por Cel,45,292480,False,0.721,0.776,3,-5.487,1,0.0395,0.323,2.39e-06,0.0382,0.815,105.01,4,alt-rock,party,0.7147749999999999
2833,5ijySEvA18lrJVfCfG9EHm,Patricio Rey y sus Redonditos de Ricota,Lobo Suelto,Buenas Noticias,45,223733,False,0.595,0.761,2,-8.677,0,0.0272,0.226,0.000157,0.586,0.791,84.993,4,alt-rock,party,0.63751
2855,4zIJHigfguvdm3O8c9KPeo,The Score,ATLAS,Who I Am,55,215746,False,0.547,0.689,8,-5.207,0,0.0335,0.0113,0.0,0.15,0.647,80.041,4,alt-rock,party,0.571825
2875,41Q87dXXetURXvHWQb3Yuo,Andrés Calamaro,Salmonalipsis now,Tuyo siempre,45,194173,False,0.579,0.648,4,-6.624,0,0.0533,0.247,8.64e-06,0.211,0.74,68.467,4,alt-rock,party,0.5941150000000001
2878,5n40SAKMk89wdWyhTfWzx4,Gondwana,RAS Portraits,Antonia,45,248213,False,0.763,0.64,0,-8.044,1,0.0411,0.298,0.00244,0.0538,0.94,95.487,4,alt-rock,party,0.722705
2880,36DsPKPZurixiFVcZ4XONb,Cuca,La Racha,La Balada,45,290666,False,0.671,0.512,8,-9.876,1,0.0334,0.272,0.0,0.102,0.187,95.782,4,alt-rock,party,0.52677
2882,02rL5rMK7s4LQ6BAjNF5iv,Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Vol. V,Radio Kriminal - Remasterizado 2008,45,278720,False,0.791,0.701,2,-7.843,1,0.0678,0.0226,0.278,0.546,0.251,100.635,4,alt-rock,party,0.65134
2889,0zNeZTy7nLEWCRrBgjrBx5,Enjambre,El Segundo Es Felino,Impacto,45,238160,False,0.727,0.706,4,-6.235,1,0.0247,0.067,0.000176,0.133,0.772,108.499,4,alt-rock,party,0.693385
2904,6e7HeiJ73JX3VWTWsElnIr,The Score,Stay,In My Bones,55,169121,False,0.579,0.678,3,-7.422,0,0.0289,0.000133,0.00114,0.132,0.453,84.076,4,alt-rock,party,0.557345
2905,2xVyWv5f31wI37XeYbXjWJ,The Score;XYLØ,Bulletproof,Bulletproof (with XYLØ),53,190106,False,0.548,0.714,2,-6.207,1,0.086,0.0117,0.0,0.132,0.533,77.683,4,alt-rock,party,0.56415
2917,27L8sESb3KR79asDUBu8nW,Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,76,197986,False,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,alt-rock,party,0.7543099999999999
2927,02bJ6uGeHKfNOhIc9qyA8e,The Black Keys,Dropout Boogie,Wild Child,69,164866,False,0.68,0.639,5,-6.233,0,0.0278,0.017,5.09e-06,0.0398,0.957,106.991,4,alt-rock,party,0.67869
2932,2NXYLpZdCZ6qaqZlaMpDMd,Luis Alberto Spinetta,Mondo Di Cromo,No Te Alejes Tanto De Mí,45,209893,False,0.783,0.292,2,-18.026,1,0.0404,0.164,0.00185,0.153,0.696,120.802,4,alt-rock,party,0.61007
2933,6GIQckKtzHYA8MHoRWRkcy,Ximena Sariñana,No todo lo puedes dar,Sin Ti No Puede Estar Tan Mal,45,275160,False,0.731,0.58,4,-6.91,0,0.0461,0.15,0.000599,0.189,0.59,108.038,4,alt-rock,party,0.6378550000000001
2938,7aDLnVQ1Gvjh6Q0nc1rePd,Detonautas Roque Clube,Melhor Plantar o Bem,Melhor Plantar o Bem,44,234061,False,0.648,0.85,8,-5.323,1,0.0401,0.0861,1.43e-05,0.122,0.878,77.516,4,alt-rock,party,0.7026050000000001
2945,7wEKVEEo4Vmn1qNvL7AZNf,Panteon Rococo,Ofrenda,Veinticinco Rosas,45,173253,False,0.755,0.74,5,-3.161,0,0.039,0.0048,1.87e-06,0.283,0.852,100.95,4,alt-rock,party,0.7300000000000001
2951,48XkVAagIoQHCsOlJtXUd5,half•alive,"Now, Not Yet",still feel.,66,247786,False,0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,4,alt-rock,party,0.6673049999999999
2975,6Dt4xgUvH2sLJcgiOR8nd8,Camilo Séptimo;Samantha Barrón,Ciclones,Ciclones,44,240880,False,0.599,0.633,8,-6.629,1,0.0357,0.501,0.000147,0.124,0.289,90.072,4,alt-rock,party,0.5328350000000001
2977,522MbOYOtRZTyRQNfJrE5h,Conociendo Rusia,Cabildo y Juramento,Montaña Infinita,44,230866,False,0.616,0.395,2,-6.017,1,0.0301,0.289,5.6e-06,0.166,0.398,120.758,3,alt-rock,party,0.49875500000000006
2983,0UvMeaPWStJGuXMe89bAoJ,Inspector;Panteon Rococo,"A2Í 5Uena!, Vol 2",Amargo Adios,45,241171,False,0.599,0.845,2,-6.05,0,0.0389,0.0282,0.0,0.0749,0.858,74.992,4,alt-rock,party,0.671345
2992,0ay8DzY6bSJ7Ok85oR34Mn,Marilina Bertoldi,Mojigata,Sushi en Lata,44,127723,False,0.746,0.72,2,-5.955,1,0.0695,0.0365,0.00927,0.599,0.801,89.988,4,alt-rock,party,0.713925
3000,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative,party,0.505845
3001,09gysnJpfQ3ublBmJDfcEC,Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79,204763,True,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4,alternative,party,0.66011
3002,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative,party,0.5152499999999999
3005,07MDkzWARZaLEdKxo6yArG,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,Meet Me At Our Spot,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative,party,0.6039950000000001
3008,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,76,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative,party,0.717735
3009,0eu4C55hL6x29mmeAjytzC,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Life Goes On,79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3050,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alternative,party,0.6606749999999999
3058,47U8UsDT7LHPkZ2Jm4qnvm,Oliver Tree,20's Rock,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3060,6NDhsCV7nxJeDsOpM1cPUk,Oliver Tree,Top of the Rock,I Hate You,4,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative,party,0.656525
3061,1Pw6eI2cLqAFc6HkpXt38i,Oliver Tree,Tek It - New Noise,I Hate You,3,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative,party,0.656525
3062,4JPIT5G0JnCL4JUWoIGGG3,Oliver Tree,Rock - Best of 2022,I Hate You,4,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative,party,0.656525
3063,5DCpa5sx8KAHUbbMf4Ug3W,Oliver Tree,The State of Pop,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3064,1c8XAD2VT1O68YwWvDaJQY,Oliver Tree,Coffee Chill,Life Goes On,2,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3065,2sNvA9nxGE52pupLXhAuDm,Oliver Tree,US Pop 20s,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3066,1tLemH0qMIlgVyijet0z3S,Oliver Tree,Relaxing Pop,Life Goes On,2,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,party,0.5966500000000001
3067,6s2tPtqrO3yzNR84vcMMU0,Oliver Tree,Indie Chill Out,Cowboys Don't Cry,3,189969,False,0.608,0.638,8,-7.215,1,0.0561,0.217,0.0,0.324,0.457,87.956,4,alternative,party,0.565255
1,4qPNDBW1i3p13qLCt0Ki3A,Ben Woodward,Ghost (Acoustic),Ghost - Acoustic,55,149610,False,0.42,0.166,1,-17.235,1,0.0763,0.924,5.56e-06,0.101,0.267,77.489,4,acoustic,relax,0.8683500000000001
2,1iJBSr7s7jYXzM8EGcbK5b,Ingrid Michaelson;ZAYN,To Begin Again,To Begin Again,57,210826,False,0.438,0.359,0,-9.734,1,0.0557,0.21,0.0,0.117,0.12,76.332,4,acoustic,relax,0.4398
3,6lfxq3CG4xtTiEg7opyCyx,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),Can't Help Falling In Love,71,201933,False,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,3,acoustic,relax,0.90842
4,5vjLSffimiIP26QG5WcN2K,Chord Overstreet,Hold On,Hold On,82,198853,False,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,acoustic,relax,0.5499999999999999
6,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,relax,0.865775
11,5ivF4eQBqJiVL5IAE9jRyl,Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,69,240165,False,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic,relax,0.71995
12,4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52,198712,False,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,4,acoustic,relax,0.6767000000000001
13,0X9MxHR1rTkEHDjp95F2OO,Anna Hamilton,Bad Liar,Bad Liar,62,248448,False,0.691,0.234,3,-6.441,1,0.0285,0.777,0.0,0.12,0.209,87.103,4,acoustic,relax,0.7758000000000002
16,6xKeQgzfjixSUld14qUezm,Andrew Foy;Renee Foy,ily (i love you baby),ily (i love you baby),56,129750,False,0.706,0.112,2,-18.098,1,0.0391,0.827,4.03e-06,0.125,0.414,110.154,4,acoustic,relax,0.8091499999999999
17,4Yo0igmcoNyat1secaH0OD,Andrew Foy;Renee Foy,At My Worst,At My Worst,54,169728,False,0.795,0.0841,10,-18.09,0,0.0461,0.742,1.17e-05,0.0853,0.609,91.803,4,acoustic,relax,0.7415200000000001
19,6CgNoAbFJ4Q4Id4EjtbXlC,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 4",Photograph,67,260186,False,0.717,0.32,3,-8.393,1,0.0283,0.83,0.0,0.107,0.322,107.946,4,acoustic,relax,0.7622
21,210JCw2LbYD4YIs8GiZ9iP,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 3",Demons,63,174174,False,0.678,0.351,0,-8.654,1,0.0266,0.747,0.0,0.355,0.569,90.032,4,acoustic,relax,0.6702
22,5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,relax,0.865775
25,6D33wCKzWtNEgOovgeVJ7r,Jason Mraz,Mellow Adult Pop,Bella Luna,1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,acoustic,relax,0.6806500000000001
26,5IfCZDRXZrqZSm8AwE44PG,Jason Mraz,Holly Jolly Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,relax,0.6911
28,5QAMZTM5cmLg3fHX9ZbTZi,Jason Mraz,Christmas Time,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,relax,0.6911
29,2qESE1ZeWly7I3YjyTXmXh,Jason Mraz,Perfect Christmas Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,relax,0.6911
30,3EQV1ZHtHvq9OnVRYIdbg3,Jason Mraz,Merry Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,relax,0.6911
31,3ax0rfGb7exLtl02LL08U9,Jason Mraz,Christmas Music - Holiday Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,relax,0.6911
33,3H36x7buZdQD4687VmFrwY,Brandi Carlile;Sam Smith,Human - Best Adult Pop Tunes,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,acoustic,relax,0.788
34,0xbMRcMFqxJq1Wa7tvWPtn,Brandi Carlile;Sam Smith,Feeling Good - Adult Pop Favorites,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,acoustic,relax,0.788
35,6h061f44HZPj1OXO2nA45d,Brandi Carlile;Sam Smith,Mellow Bars R'n'B,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,acoustic,relax,0.788
36,62EwQLDw0dprDzuLwQ0sH1,KT Tunstall,Chill Christmas Dinner,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,relax,0.89355
37,3lvo0I8c2qBJDLZWqExDgC,Brandi Carlile,rainy day indie,Throwing Good After Bad,0,247791,False,0.501,0.0952,2,-12.931,1,0.054,0.963,1.58e-05,0.0915,0.316,138.016,4,acoustic,relax,0.9036900000000001
38,1ae8XfBQ3fDEvmBjFaemGV,Brandi Carlile,Coffee Moment,This Time Tomorrow,0,206267,False,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4,acoustic,relax,0.7526499999999999
39,0adVktNVJXPZfhQe6B1NO5,KT Tunstall,sadsadchristmas,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,relax,0.89355
