track_id,track_name,artists,vibe_suggested,vibe_score,reason,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo
01ft7EehsvcgF5sjwG7LrH,Over My Head,Kai Wachi;Dia Frampton,workout,0.5599841666666666,"workout_low_e_or_tempo e=0.51, tempo=140.2",0.425,0.509,0.0374,0.214,0.000189,0.0332,140.158
48lhLOfFXp3p4tvsZXiGtK,That's On You,Mazare;Monika Santucci,workout,0.6635945833333334,"workout_low_e_or_tempo e=0.89, tempo=90.0",0.462,0.885,0.432,0.161,0.0,0.0487,89.981
4uPu4oYIhprlijZEtSpYo7,Break The Silence (feat. RBBTS),Seven Lions;MitiS;RBBTS,workout,0.5888316666666668,"workout_low_e_or_tempo e=0.74, tempo=100.0",0.491,0.738,0.172,0.271,0.0022,0.0705,99.988
0nDgqeSFjVBwldhYH8MTGU,Alien,Dodge & Fuski;Virtual Riot,workout,0.6646445833333333,"workout_low_e_or_tempo e=0.99, tempo=75.0",0.529,0.995,0.208,0.00866,0.0725,0.129,74.981
2EgXhbQ9SliIgqWbB4JYHW,Our Fire,Excision;Sullivan King,workout,0.4955270833333334,"workout_low_e_or_tempo e=0.74, tempo=75.0",0.386,0.739,0.0666,0.033,2.23e-06,0.0384,75.023
3brpA4wjNrlW1xwqmfm72E,I Know,Kaivon,workout,0.49705041666666666,"workout_low_e_or_tempo e=0.72, tempo=75.0",0.419,0.725,0.127,0.0497,9.98e-06,0.0498,74.983
30XZElqGTzvdg6clMAMcEp,Battle Drums,Kayzo;Atreyu,workout,0.7094966666666667,"workout_low_e_or_tempo e=0.97, tempo=89.9",0.524,0.966,0.386,0.0107,0.00327,0.452,89.896
5zRljvpgY1elGsc18Qp3tC,I See You,ILLENIUM;Said The Sky,workout,0.62294,"workout_low_e_or_tempo e=0.44, tempo=205.9",0.252,0.441,0.0519,0.0528,0.735,0.0827,205.903
7lQOV6tZQh5fXBNWMZ45qU,Hush the Storms Away,Varien;STRIX,workout,0.5472170833333334,"workout_low_e_or_tempo e=0.82, tempo=85.1",0.188,0.816,0.0654,0.000555,0.0096,0.0772,85.055
6UDrfHEnUWI3O03sacM3KO,Leaving (feat. Yuna),Ekali;Yuna,workout,0.5375908333333334,"workout_low_e_or_tempo e=0.67, tempo=94.0",0.587,0.668,0.124,0.222,0.0,0.0435,93.974
5ZQMiwA8y8BEslhMmtLxLv,Ocean (feat. Jonathan Mendelsohn),Seven Lions;Jason Ross;Jonathan Mendelsohn,workout,0.6264504166666668,"workout_low_e_or_tempo e=0.79, tempo=99.9",0.499,0.791,0.25,0.0685,1.89e-05,0.0539,99.943
755jaJqdAQTreuL8MLYT5K,Dystopia,JVNA,workout,0.7051575000000001,"workout_low_e_or_tempo e=0.92, tempo=98.0",0.576,0.92,0.308,0.175,0.0,0.0405,97.974
3EaxenS8sXYOyntQwTEYMw,Dead V,Nightcall;Dreamhour,workout,0.39353541666666664,"workout_low_e_or_tempo e=0.48, tempo=94.9",0.198,0.477,0.0948,0.0501,0.00987,0.0377,94.939
7hgNuPmytIlYF8B6Pp4kne,Stardust,Miles Away;Gioto,workout,0.6050933333333333,"workout_low_e_or_tempo e=0.47, tempo=149.9",0.647,0.465,0.224,0.307,0.0,0.0376,149.912
0AnJGlNdR56Hco4c2f4IYz,Polygon Dust,Porter Robinson;Lemaitre,workout,0.6078391666666667,"workout_low_e_or_tempo e=0.76, tempo=95.0",0.482,0.757,0.412,0.0297,0.0,0.042,95.002
3ETynfxvVCozp7I6qnqC17,BREAKSH!T,Eliminate,workout,0.6044129166666667,"workout_low_e_or_tempo e=0.91, tempo=75.1",0.519,0.908,0.0894,0.151,0.0193,0.111,75.145
0r4v4ThUsFtlTAZMxIUGg0,Written - Control Freak & Deadlyft Remix,Dodge & Fuski;Nasko;The Arcturians;Control Freak;Deadlyft,workout,0.6509116666666667,"workout_low_e_or_tempo e=0.95, tempo=75.0",0.609,0.955,0.21,0.0122,0.15,0.196,75.004
4ecRnOIH03SVhJ3EkuBWxW,Never Be Like You,Crywolf,workout,0.5223675,"workout_low_e_or_tempo e=0.82, tempo=76.5",0.189,0.816,0.0656,0.0296,0.000595,0.0915,76.494
7nMBN3eKuRfcQGEnzDeNKP,zer0,Krewella,workout,0.5038670833333333,"workout_low_e_or_tempo e=0.61, tempo=96.0",0.522,0.612,0.1,0.116,1.28e-05,0.0504,96.023
2zhqm7h2RiyPuG0L5cAqN7,Stuck in a Timeloop,Animadrop,workout,0.6657170833333335,"workout_low_e_or_tempo e=0.90, tempo=95.1",0.48,0.903,0.188,0.294,0.00278,0.191,95.063
0IYPfzjDcJ49ZCxixwRXJ2,Pull Me In,Outwild;TRØVES,workout,0.5354141666666667,"workout_low_e_or_tempo e=0.76, tempo=85.7",0.191,0.761,0.228,0.0359,0.0,0.0667,85.702
6jokFmRmdTrvlcQoga5Zx8,Amnesia,Pixel Terror,workout,0.6684591666666667,"workout_low_e_or_tempo e=0.92, tempo=96.0",0.541,0.915,0.0601,0.000514,0.467,0.163,96.034
66WHHa2c6evCPVBvlblI2D,Confessions,MYRNE;Cozi Zuehlsdorff,workout,0.7195408333333334,"workout_low_e_or_tempo e=0.94, tempo=91.0",0.561,0.942,0.55,0.0516,4.95e-06,0.266,90.974
3N3g9jalEoBHX99tUszeQ7,Forever By Your Side,Awakend;Azuria Sky,workout,0.6380558333333335,"workout_low_e_or_tempo e=0.84, tempo=93.0",0.542,0.836,0.278,0.00905,0.00131,0.0438,93.002
3XiXQ42tLgjSL1QkfLJZQ5,Deep Blue - Nurko Remix,William Black;Monika Santucci;NURKO,workout,0.5937958333333332,"workout_low_e_or_tempo e=0.51, tempo=142.0",0.567,0.506,0.196,0.302,3.25e-06,0.0544,142.01
3NNGH9l2cQ6kqZ5Ex2L9fr,Interstellar,Au5;Danyka Nadeau,workout,0.6062179166666667,"workout_low_e_or_tempo e=0.76, tempo=95.0",0.536,0.755,0.352,0.00334,0.165,0.0565,95.029
5RAmwjg1kd8zrRM5h8hkaI,Box Beat,Boogie T;Dirt Monkey;Honeycomb,workout,0.7122029166666668,"workout_low_e_or_tempo e=0.93, tempo=92.9",0.51,0.93,0.538,0.0158,0.704,0.343,92.881
2YaScEsD7WNi0DSPEmYAGN,better when im next to u,nøll,workout,0.5022062500000001,"workout_low_e_or_tempo e=0.50, tempo=114.8",0.537,0.498,0.147,0.351,0.00067,0.0371,114.825
4msM50FtkX9epJEf4hfYeJ,Unbroken,MVSE;Luma,workout,0.5748716666666667,"workout_low_e_or_tempo e=0.83, tempo=80.0",0.419,0.835,0.154,0.0824,3.44e-05,0.071,79.996
3EVwNrVchN0ohZAe9j03C3,Hate Being Alone,SLANDER;Dylan Matthew,workout,0.6431204166666667,"workout_low_e_or_tempo e=0.97, tempo=74.8",0.501,0.969,0.17,0.0132,5.15e-06,0.353,74.767
3LVEyJLsbgdUzSaKxNWQV0,God Damnit (Hex Cougar Remix)(with Call Me Karizma),ILLENIUM;Call Me Karizma;Hex Cougar,workout,0.6763500000000001,"workout_low_e_or_tempo e=0.51, tempo=180.1",0.412,0.506,0.0685,0.0429,0.169,0.0364,180.106
2uA2UMcHR5gztUSECJjK8k,No Time Like Now,ILLENIUM,focus,0.625,"focus_low_inst_or_high_e inst=0.88, e=0.56",0.541,0.564,0.203,0.154,0.878,0.0448,71.008
5VxyIwQRhDMX08RPzkxQz6,Take It In - Hybrid Minds Remix,Feint;Hybrid Minds;Koven,workout,0.5328520833333333,"workout_low_e_or_tempo e=0.72, tempo=87.5",0.546,0.717,0.0372,0.00491,0.0534,0.0384,87.491
41sFEVzcBymxGTnnZCUkzG,All I Need (feat. your friend polly),Jason Ross;Grant;your friend polly,workout,0.5392354166666667,"workout_low_e_or_tempo e=0.75, tempo=72.5",0.417,0.747,0.503,0.423,0.0,0.0516,72.475
089tprIgsyFSOrZpugamLI,Blame,Ekali;ZHU,workout,0.5414275000000001,"workout_low_e_or_tempo e=0.68, tempo=92.0",0.624,0.68,0.117,0.114,6.78e-05,0.0421,91.998
1Gq66jNOLmAyUVqFfsAEmH,Falling,Subtact,workout,0.46143125,"workout_low_e_or_tempo e=0.45, tempo=121.6",0.259,0.454,0.0629,0.0101,0.268,0.0457,121.557
2AMMUAPPA0pg5nOS90lNIP,Goddess - Holly T Remix,Krewella;NERVO;Raja Kumari;Holly T,workout,0.6728112500000001,"workout_low_e_or_tempo e=0.85, tempo=96.0",0.715,0.849,0.293,0.0936,4.46e-05,0.0804,96.021
485MkQBLrOyThyLmtWTdX5,Operate - Illenium Remix,Kill Paris;Imad Royal;ILLENIUM,workout,0.5480083333333333,"workout_low_e_or_tempo e=0.70, tempo=91.9",0.54,0.705,0.131,0.0618,0.000849,0.053,91.94
5ruT2dWSHtML4esT7doTzt,Cry Me a River,Borgore,party,0.43640000000000007,"party_low_d_or_e d=0.54, e=0.42",0.536,0.416,0.134,0.168,0.00148,0.35,67.922
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake;Justin Bieber,workout,0.5916316666666667,"workout_low_e_or_tempo e=0.72, tempo=100.0",0.649,0.716,0.163,0.0863,2.63e-05,0.0349,99.988
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,workout,0.5117683333333334,"workout_low_e_or_tempo e=0.60, tempo=95.0",0.489,0.597,0.324,0.27,0.0,0.0292,95.012
6N5WkgPIDoTdbCXyyIIKAv,tere bina,Zaeden,party,0.71762,"party_low_d_or_e d=0.89, e=0.34",0.889,0.341,0.942,0.117,3.7e-06,0.0424,118.003
0YLSjVxSb5FT1Bo8Tnxr8j,Baaraat,Ritviz;Nucleya,party,0.5803950000000001,"party_low_d_or_e d=0.68, e=0.45",0.678,0.449,0.606,0.477,0.0,0.0869,100.033
08bNPGLD8AhKpnnERrAc6G,FRIENDS,Marshmello;Anne-Marie,workout,0.70231375,"workout_low_e_or_tempo e=0.88, tempo=95.1",0.626,0.88,0.534,0.205,0.0,0.0504,95.079
6gQJAUHKEVpnSGtfcwZ5Pe,Dangerous,David Guetta;Sam Martin,workout,0.6004170833333334,"workout_low_e_or_tempo e=0.75, tempo=91.9",0.53,0.747,0.434,0.417,1.04e-05,0.0694,91.943
322TxW77VZdX9gHynK5Xue,Aaj Na,Ritviz,party,0.50475,"party_low_d_or_e d=0.66, e=0.34",0.659,0.345,0.338,0.106,0.0,0.107,84.761
43mHckutQvJr49nT0UvRxy,Sage,Ritviz,party,0.53925,"party_low_d_or_e d=0.66, e=0.41",0.663,0.412,0.356,0.00434,0.019,0.364,98.023
7xnElMPFCmSlMJ0AY2hnxc,Dead To Me - Slow + Reverb,Whales;Fraxo;Lox Chatterbox,workout,0.5750008333333334,"workout_low_e_or_tempo e=0.54, tempo=127.5",0.682,0.543,0.112,0.261,0.0,0.0688,127.526
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix;Bebe Rexha,workout,0.5681541666666667,"workout_low_e_or_tempo e=0.52, tempo=134.0",0.501,0.519,0.168,0.109,0.0,0.0409,133.99
3g0mEQx3NTanacLseoP0Gw,Takeaway,The Chainsmokers;ILLENIUM;Lennon Stella,workout,0.48590833333333333,"workout_low_e_or_tempo e=0.51, tempo=100.1",0.528,0.511,0.351,0.126,0.0,0.0324,100.1
2xy57NLEmzuQQeBRORdaOq,Kosandra - Remix,Maikkis,workout,0.7485991666666667,"workout_low_e_or_tempo e=0.92, tempo=100.0",0.707,0.921,0.547,0.135,0.0,0.0738,99.994
0A3hi4R0OZhvukBOrJhesu,Genesis (Intro),Zaeden,focus,0.7693000000000001,"focus_low_inst_or_high_e inst=0.98, e=0.68",0.345,0.68,0.151,0.573,0.984,0.0288,100.001
1Lim1Py7xBgbAkAys3AGAG,Lean On,Major Lazer;MØ;DJ Snake,workout,0.65550375,"workout_low_e_or_tempo e=0.81, tempo=98.0",0.723,0.809,0.274,0.00346,0.00123,0.0625,98.007
4R8VBRb5nKbEfi1EIA2B7p,KTMBK,Zaeden;Hanita Bhambri,party,0.730495,"party_low_d_or_e d=0.90, e=0.43",0.898,0.435,0.836,0.555,0.0,0.0489,115.034
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,workout,0.5657375,"workout_low_e_or_tempo e=0.66, tempo=100.0",0.653,0.658,0.219,0.0215,1.66e-06,0.0304,99.99
7b1JFWEOfZtN9HGCzvBOir,FRIENDS,Marshmello;Anne-Marie,workout,0.70231375,"workout_low_e_or_tempo e=0.88, tempo=95.1",0.626,0.88,0.534,0.205,0.0,0.0504,95.079
2uAl7AJJsYCCo2pqcSQI7Y,Chellakuttiye (Avastha Love Song),Jecin George;Pearle Maaney;Srinish Aravind,workout,0.6948020833333333,"workout_low_e_or_tempo e=0.54, tempo=170.0",0.436,0.544,0.313,0.543,0.00489,0.0451,169.955
6xsGllAEwkmF4SSDwdpmMt,Cold Water,Major Lazer;Justin Bieber;MØ,workout,0.6457925000000001,"workout_low_e_or_tempo e=0.80, tempo=92.9",0.608,0.798,0.5,0.0736,0.0,0.0432,92.946
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix;Dua Lipa,workout,0.6023183333333334,"workout_low_e_or_tempo e=0.54, tempo=138.0",0.584,0.54,0.195,0.0895,0.0,0.0576,137.972
39glqzRVRAy4vq3PqeTGb8,Love Is Gone,SLANDER;Dylan Matthew,workout,0.5705625000000001,"workout_low_e_or_tempo e=0.47, tempo=149.6",0.452,0.465,0.0832,0.0589,0.000524,0.0344,149.586
36jYuqoGDDlfZBst0p4JGy,Mehfooz,Ritviz,workout,0.5240600000000001,"workout_low_e_or_tempo e=0.64, tempo=92.0",0.453,0.643,0.318,0.0855,0.000621,0.0913,91.992
5ZAUiOlYURVJEJ5ktV03v5,Make Me Move,Culture Code;Karra,workout,0.5492466666666667,"workout_low_e_or_tempo e=0.65, tempo=95.1",0.537,0.65,0.358,0.215,0.000122,0.0415,95.056
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA;Becky Hill;Goodboys,workout,0.5884770833333333,"workout_low_e_or_tempo e=0.53, tempo=123.9",0.598,0.526,0.529,0.129,0.0,0.0415,123.935
3oMU1p4h2mL2YG6TbRzXOi,Peace Of Mind,Lost Stories;KASYAP;Yashraj,workout,0.6030637500000001,"workout_low_e_or_tempo e=0.41, tempo=149.0",0.733,0.406,0.47,0.434,0.0,0.0808,148.959
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,workout,0.6890825,"workout_low_e_or_tempo e=0.88, tempo=99.0",0.674,0.881,0.234,0.296,3.01e-06,0.147,98.994
4tF4f9GwL52a4VruWF5Brp,Superhero,Unknown Brain;Chris Linton,workout,0.64784375,"workout_low_e_or_tempo e=0.94, tempo=75.0",0.667,0.937,0.22,0.0271,1.27e-05,0.0709,75.015
4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix;Bonn,workout,0.5439441666666667,"workout_low_e_or_tempo e=0.49, tempo=128.0",0.414,0.486,0.368,0.0129,0.0,0.0311,128.038
152vVEXwvqA107UFPqb3gG,Lose Control,MEDUZA;Becky Hill;Goodboys,workout,0.5895591666666666,"workout_low_e_or_tempo e=0.53, tempo=123.9",0.597,0.527,0.535,0.127,0.0,0.0412,123.946
2J3JETBGdQdjCOzIRmoeWc,Lose Control,MEDUZA;Becky Hill;Goodboys,workout,0.5895591666666666,"workout_low_e_or_tempo e=0.53, tempo=123.9",0.597,0.527,0.535,0.127,0.0,0.0412,123.946
6iO9zQyoHPm0fnBM66LlwA,Lose Control,MEDUZA;Becky Hill;Goodboys,workout,0.5895591666666666,"workout_low_e_or_tempo e=0.53, tempo=123.9",0.597,0.527,0.535,0.127,0.0,0.0412,123.946
3ZZylGjSiEbOuBe34oYTDQ,Lose Control,MEDUZA;Becky Hill;Goodboys,workout,0.5895591666666666,"workout_low_e_or_tempo e=0.53, tempo=123.9",0.597,0.527,0.535,0.127,0.0,0.0412,123.946
0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix;David Guetta;Jamie Scott;Romy Dya,workout,0.6115304166666667,"workout_low_e_or_tempo e=0.52, tempo=149.1",0.526,0.52,0.13,0.435,0.0,0.0569,149.119
46MUbxLye12SKBN7xHg3CF,Control,Unknown Brain;Jex;Rival,workout,0.6244670833333333,"workout_low_e_or_tempo e=0.77, tempo=99.7",0.544,0.771,0.301,0.00339,2.12e-05,0.0644,99.743
1XmoGNf6OVs6N251UejkbN,KTMBK,Zaeden;Hanita Bhambri,party,0.730495,"party_low_d_or_e d=0.90, e=0.43",0.898,0.435,0.836,0.555,0.0,0.0489,115.034
11j7AtNPZNq6BUQhAYrWvC,Laung Gawacha,Nucleya;Avneet Khurmi,workout,0.6870983333333334,"workout_low_e_or_tempo e=0.90, tempo=92.0",0.573,0.9,0.415,0.00498,0.00932,0.0368,91.988
3VEOc7GOcyFuovS2JRL2Lo,Chandamama,Ritviz,party,0.5124250000000001,"party_low_d_or_e d=0.66, e=0.37",0.661,0.374,0.349,0.0171,0.0,0.0605,92.011
4xkm03zMAQXHc0QHl0V2Rm,Takeaway (feat. Lennon Stella) - Pilton Remix,The Chainsmokers;ILLENIUM;Lennon Stella;pilton,workout,0.6037229166666667,"workout_low_e_or_tempo e=0.70, tempo=100.0",0.515,0.696,0.528,0.136,0.0,0.034,99.985
1Z4Abuc0cgkfoB7591S8gv,Nightingale,Clean Bandit,workout,0.6335275000000001,"workout_low_e_or_tempo e=0.51, tempo=150.2",0.653,0.507,0.263,0.104,0.0,0.175,150.198
46n9OJc7LOIVdj8t2l5WA5,End Of The Night,Danny Avila,workout,0.6103791666666667,"workout_low_e_or_tempo e=0.72, tempo=100.0",0.666,0.72,0.312,0.371,0.0,0.0269,99.97
5Qjv35Ja2TDt9CXRRo51hh,Let Me Love You,DJ Snake;Justin Bieber,workout,0.5720058333333333,"workout_low_e_or_tempo e=0.71, tempo=99.6",0.492,0.714,0.146,0.0838,3.11e-05,0.0442,99.602
2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,workout,0.5949466666666668,"workout_low_e_or_tempo e=0.78, tempo=87.0",0.559,0.777,0.329,0.31,0.0,0.0432,87.016
2zh01m4PiHaZz4BAm0NRxs,Tie Me Down (with Elley Duhé),Gryffin;Elley Duhé,workout,0.67143,"workout_low_e_or_tempo e=0.84, tempo=99.0",0.608,0.845,0.322,0.136,0.0,0.0597,98.976
5OYCHXsuACS1yIWLgxgltY,Tie Me Down,Gryffin;Elley Duhé,workout,0.67143,"workout_low_e_or_tempo e=0.84, tempo=99.0",0.608,0.845,0.322,0.136,0.0,0.0597,98.976
5KCLv7T5gWryrIuLBdItuZ,Tie Me Down,Gryffin;Elley Duhé,workout,0.67143,"workout_low_e_or_tempo e=0.84, tempo=99.0",0.608,0.845,0.322,0.136,0.0,0.0597,98.976
0wfP2B33qCSh1ovHsmOhNP,Story of My Life,ILLENIUM;Sueco;Trippie Redd,workout,0.6874904166666668,"workout_low_e_or_tempo e=0.89, tempo=97.0",0.521,0.892,0.369,0.0539,0.0,0.0433,96.991
02LmGMJG5yi2K1RsBOj5cR,Story of My Life,ILLENIUM;Sueco;Trippie Redd,workout,0.6874904166666668,"workout_low_e_or_tempo e=0.89, tempo=97.0",0.521,0.892,0.369,0.0539,0.0,0.0433,96.991
2qZBjaOuBM8M883Bj5mk4R,Story of My Life (Heavy Edit) - Remix,ILLENIUM;Sueco;Trippie Redd,workout,0.6875866666666666,"workout_low_e_or_tempo e=0.88, tempo=97.0",0.537,0.884,0.397,0.0121,1.71e-06,0.0428,97.024
4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),Gryffin;Elley Duhé,workout,0.6612016666666666,"workout_low_e_or_tempo e=0.84, tempo=98.9",0.548,0.839,0.314,0.135,0.0,0.0644,98.932
7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,Mac DeMarco,focus,0.6677500000000001,"focus_low_inst_or_high_e inst=0.91, e=0.56",0.538,0.557,0.506,0.262,0.914,0.0914,131.03
6J2pC3j9WF4tVJo4mEHZdn,Kanaa,Nucleya;2jaym;Sublahshini,workout,0.5614300000000001,"workout_low_e_or_tempo e=0.69, tempo=94.9",0.588,0.687,0.23,0.00449,0.00288,0.0514,94.896
1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike;David Guetta;Dimitri Vegas;Kiiara,workout,0.6556616666666666,"workout_low_e_or_tempo e=0.82, tempo=90.0",0.678,0.819,0.499,0.191,0.0,0.0313,90.004
4EZDJ5FMTj5pCJe2HBmd21,Lion Heart (feat. Jeremy Oceans & KARRA),KSHMR;DIVINE;LIT killah;Jeremy Oceans;Karra,workout,0.7053670833333333,"workout_low_e_or_tempo e=0.87, tempo=95.1",0.699,0.866,0.569,0.0398,1.77e-06,0.187,95.063
4BuKcv3m61D3feQaJVW4oF,Pukaar,Ritviz,workout,0.5112654166666667,"workout_low_e_or_tempo e=0.48, tempo=106.9",0.534,0.476,0.593,0.0337,0.0,0.0325,106.891
1DKfhVxj07r86PuIcLZNe0,kho gaya,Zaeden;Yashraj;AAKASH,workout,0.6889641666666668,"workout_low_e_or_tempo e=0.50, tempo=155.1",0.729,0.496,0.66,0.766,0.0,0.0613,155.062
2mEHyRXGIPArlWSDkIqujW,days,Zaeden,workout,0.6379316666666667,"workout_low_e_or_tempo e=0.50, tempo=144.0",0.811,0.499,0.373,0.255,0.00478,0.0589,144.028
1ZOVeidJCvkxOARWTHmWOL,MATAFAKA,Unknown Brain;Marvin Divine,workout,0.6946562500000001,"workout_low_e_or_tempo e=0.89, tempo=95.0",0.657,0.89,0.373,0.00822,0.00478,0.0572,95.025
6Wf4UXlqxNwf2IYUKdwhbN,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
3CdYdWhfe2yCB6gU3neEk6,Willow Tree,Rival;Cadmium;Rosendale,workout,0.53527,"workout_low_e_or_tempo e=0.72, tempo=75.0",0.515,0.719,0.445,0.446,0.0,0.0545,75.024
0BRxNhdR54OhX5M2EJCWEl,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
5sRPpR77ceAwkp5KbIjmvo,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
5iMObLrpUubKDBD5FvVZA2,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
7e3JpmZNlzh8reXergT8LC,No Regrets (feat. Krewella) - RANDALL Remix,KSHMR;Yves V;Krewella;RANDALL,workout,0.6716175,"workout_low_e_or_tempo e=0.85, tempo=95.0",0.553,0.846,0.488,0.0283,0.000319,0.0673,95.046
0VQWAQY1QD9lGP2zDBSBid,yaadein,Zaeden;AAKASH,workout,0.70573,"workout_low_e_or_tempo e=0.51, tempo=170.1",0.643,0.508,0.408,0.492,0.0,0.0432,170.136
0wI0S42Cg41DVGqIIVimTM,Blinding Lights,Revelries;Victoria Voss,workout,0.6186875000000001,"workout_low_e_or_tempo e=0.71, tempo=100.0",0.61,0.711,0.5,0.178,0.0,0.0797,99.99
5m5MfbKRYr51hWN2bfpacp,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
5mr30OeHHAQyWq8O0E5paI,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
2A5wg4aSc7X1Ej2fnOBJ9n,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
7qqXINzcD08Ek8RJuc3Cqx,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
4XhqI8mj8OjeXhtf4YYNc3,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
18eXMWAPvqVcBY8Wt7F6QP,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
2hkWK4RzM1rgQUSTCSqJy9,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
0RN6m7fwBWoaudWfSdGEIj,Loneliest Time Of Year,Mabel,workout,0.5041545833333334,"workout_low_e_or_tempo e=0.61, tempo=92.1",0.517,0.609,0.239,0.0631,0.0,0.0291,92.093
0w8HCs4mEIH9sGtZASV5bJ,Don't You Wanna Play?,Seeb;Julie Bergan,workout,0.6630470833333334,"workout_low_e_or_tempo e=0.77, tempo=100.0",0.556,0.77,0.674,0.0214,0.0,0.0306,99.959
5024So4R2W5xFud82QDAKe,Don't Call Me Up,Mabel,workout,0.6837270833333334,"workout_low_e_or_tempo e=0.88, tempo=98.9",0.636,0.88,0.228,0.296,2.97e-06,0.137,98.855
2z7FZQBroe6m4GcJl7Q7eU,Don't Call Me Up,Mabel,workout,0.6837270833333334,"workout_low_e_or_tempo e=0.88, tempo=98.9",0.636,0.88,0.228,0.296,2.97e-06,0.137,98.855
3Ta5ZwFTSBbClZ2ezFjyTy,Don't Call Me Up,Mabel,workout,0.6837270833333334,"workout_low_e_or_tempo e=0.88, tempo=98.9",0.636,0.88,0.228,0.296,2.97e-06,0.137,98.855
3Trk97TnEvpYk1iIcR3GRq,Mumbai Dance,Nucleya;Julius Sylvest;Gagan Mudgal,workout,0.7126458333333333,"workout_low_e_or_tempo e=0.89, tempo=97.0",0.655,0.892,0.486,0.0202,0.0917,0.0771,97.01
1u7g6VLbqwqDeOhCKvUxv2,Dead To Me - Original Mix,Whales;Fraxo;Lox Chatterbox,workout,0.5269604166666667,"workout_low_e_or_tempo e=0.77, tempo=73.7",0.384,0.772,0.239,0.114,0.0,0.311,73.735
15vzANxN8G9wWfwAJLLMCg,Paris,The Chainsmokers,workout,0.56056375,"workout_low_e_or_tempo e=0.64, tempo=100.0",0.646,0.644,0.251,0.0243,0.0,0.031,99.999
6jgkEbmQ2F2onEqsEhiliL,My Kind of Woman,Mac DeMarco,workout,0.6095154166666668,"workout_low_e_or_tempo e=0.77, tempo=91.8",0.501,0.765,0.46,0.00294,0.49,0.0281,91.771
47VUUYV4pWnUDaeMAOn4t1,Jeet 2.0,Ritviz,party,0.61439,"party_low_d_or_e d=0.69, e=0.44",0.685,0.44,0.834,0.415,0.0,0.0508,99.056
7xxk2elVJN3IjhbV3T8Shz,days,Zaeden,workout,0.6379316666666667,"workout_low_e_or_tempo e=0.50, tempo=144.0",0.811,0.499,0.373,0.255,0.00478,0.0589,144.028
15BlympuVSfZFROojEMY2M,Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers;Daya;ILLENIUM,workout,0.4964066666666667,"workout_low_e_or_tempo e=0.66, tempo=79.6",0.428,0.656,0.355,0.0751,0.181,0.075,79.648
