popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,vibe
25,203033,False,0.495,0.373,1,-8.493,1,0.0288,0.728,5.43e-06,0.161,0.367,134.977,4,relax
10,138293,False,0.43,0.0465,9,-20.182,1,0.027,0.0107,0.00179,0.159,0.0932,155.505,1,relax
53,210604,False,0.574,0.521,6,-5.912,0,0.0344,0.751,0.0,0.109,0.262,137.88,4,relax
52,184509,False,0.521,0.493,1,-10.006,1,0.0479,0.595,0.166,0.127,0.0517,107.107,4,relax
17,171603,False,0.447,0.156,0,-17.352,1,0.0545,0.822,0.0,0.27,0.412,119.352,4,relax
62,210000,False,0.0661,0.0186,1,-32.479,0,0.0445,0.974,0.933,0.0969,0.0407,70.273,4,relax
51,251573,False,0.222,0.0456,10,-20.891,0,0.0385,0.993,0.964,0.231,0.0881,128.662,4,relax
61,139466,False,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,4,relax
24,195893,False,0.598,0.439,7,-9.53,0,0.0332,0.519,0.0,0.2,0.368,93.581,4,relax
7,177000,False,0.827,0.158,7,-16.341,1,0.442,0.768,0.0,0.127,0.844,159.843,4,relax
19,221720,False,0.481,0.419,7,-7.984,1,0.0258,0.735,0.0,0.0985,0.457,166.854,4,relax
23,155955,True,0.545,0.785,5,-6.052,0,0.933,0.88,0.0,0.698,0.47,79.375,4,relax
0,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,relax
57,221000,False,0.132,0.00572,5,-34.217,1,0.0453,0.927,0.792,0.101,0.0348,74.676,4,relax
39,152492,False,0.587,0.276,6,-11.015,1,0.0353,0.461,7.07e-06,0.129,0.25,81.994,4,relax
77,231486,False,0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,4,relax
44,220800,False,0.776,0.314,2,-9.513,1,0.034,0.881,0.000723,0.139,0.476,124.055,4,relax
37,306786,False,0.409,0.35,10,-8.025,1,0.0275,0.75,0.0,0.114,0.126,139.876,3,relax
63,140000,False,0.706,0.644,8,-9.958,1,0.044,0.802,0.0264,0.14,0.188,120.032,4,relax
20,302893,False,0.197,0.127,11,-17.921,0,0.0323,0.943,0.886,0.0842,0.0933,79.375,4,relax
52,86186,False,0.0912,0.195,7,-16.486,1,0.0366,0.811,0.786,0.27,0.158,86.253,4,relax
1,252880,False,0.208,0.0591,2,-23.449,1,0.0448,0.99,0.00794,0.131,0.0437,123.218,4,relax
11,80533,False,0.414,0.0282,9,-27.009,1,0.0582,0.996,0.853,0.132,0.495,119.178,3,relax
66,144782,False,0.131,0.00333,5,-35.416,1,0.0405,0.993,0.966,0.123,0.0349,81.947,4,relax
11,246480,False,0.543,0.388,6,-13.5,1,0.0512,0.851,0.0911,0.136,0.063,77.025,4,relax
40,148893,False,0.324,0.397,2,-9.066,0,0.04,0.85,0.689,0.0865,0.52,108.332,4,relax
41,237984,False,0.548,0.328,9,-9.973,0,0.0296,0.663,0.00365,0.0972,0.343,67.023,3,relax
0,264706,False,0.361,0.116,3,-18.774,0,0.0432,0.924,3.57e-06,0.739,0.387,84.414,4,relax
56,96986,False,0.763,0.487,1,-11.155,0,0.174,0.915,0.134,0.136,0.484,146.027,4,relax
53,237840,False,0.701,0.481,2,-8.113,0,0.0337,0.742,0.0,0.174,0.333,133.963,4,relax
49,191216,False,0.613,0.417,4,-5.449,1,0.0269,0.806,0.0,0.0969,0.431,107.962,4,relax
0,229560,False,0.497,0.238,7,-17.512,1,0.0391,0.645,0.0117,0.141,0.244,128.712,3,relax
62,99706,True,0.57,0.285,9,-14.125,0,0.0381,0.737,0.0133,0.108,0.0973,83.485,4,relax
18,107200,False,0.297,0.658,7,-4.754,1,0.0424,0.988,0.0524,0.191,0.507,109.872,4,relax
0,239280,False,0.331,0.42,5,-9.251,1,0.0292,0.658,2.64e-05,0.0537,0.157,95.862,4,relax
0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,relax
0,246426,False,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,relax
44,245960,False,0.46,0.516,2,-9.473,1,0.0276,0.448,0.0,0.209,0.397,83.805,4,relax
29,297880,False,0.304,0.636,5,-3.77,0,0.0345,0.591,0.0,0.127,0.227,83.795,4,relax
0,152774,False,0.656,0.31,8,-10.118,1,0.0808,0.971,0.468,0.131,0.197,77.012,4,relax
40,197694,False,0.72,0.243,11,-12.47,0,0.0352,0.95,0.000618,0.107,0.33,136.009,3,relax
63,217213,False,0.354,0.264,0,-12.571,1,0.0544,0.832,0.0,0.11,0.227,80.567,4,relax
49,225480,False,0.467,0.371,5,-10.442,1,0.0353,0.696,4.84e-06,0.116,0.286,133.791,4,relax
31,172245,False,0.449,0.36,2,-11.251,1,0.0516,0.929,0.0224,0.165,0.392,69.604,4,relax
46,212760,False,0.307,0.11,1,-15.253,1,0.0388,0.733,6.04e-06,0.111,0.32,201.008,3,relax
34,192586,False,0.379,0.321,7,-6.393,1,0.0387,0.86,1.43e-06,0.198,0.292,118.33,3,relax
0,156840,False,0.252,0.32,3,-8.69,1,0.0293,0.797,1.36e-06,0.138,0.23,101.535,3,relax
0,759920,False,0.367,0.302,0,-16.454,1,0.0414,0.846,0.679,0.0729,0.356,105.35,4,relax
19,203773,False,0.548,0.301,2,-12.818,1,0.0332,0.946,0.00202,0.691,0.328,113.289,4,relax
8,89857,False,0.598,0.549,10,-9.953,0,0.107,0.804,0.458,0.135,0.444,86.071,4,relax
45,180437,False,0.687,0.296,11,-6.354,1,0.0355,0.886,0.0,0.147,0.398,96.083,4,relax
0,311786,False,0.164,0.167,0,-17.032,0,0.044,0.594,0.368,0.224,0.154,87.069,3,relax
19,209626,False,0.168,0.457,1,-7.361,1,0.0375,0.972,1.33e-06,0.18,0.202,86.749,3,relax
59,164000,False,0.539,0.26,0,-10.414,0,0.0268,0.588,0.0,0.134,0.492,92.032,3,relax
0,210026,False,0.226,0.382,1,-9.243,1,0.0288,0.845,0.0,0.111,0.165,81.943,4,relax
21,204173,False,0.648,0.366,0,-11.161,1,0.0316,0.87,7.56e-05,0.106,0.307,102.903,4,relax
44,326293,False,0.751,0.291,9,-12.096,0,0.0455,0.703,0.0,0.116,0.646,98.444,3,relax
23,148088,False,0.427,0.178,5,-13.935,1,0.0341,0.73,6.05e-06,0.11,0.29,140.088,3,relax
22,228357,False,0.456,0.00179,8,-22.04,1,0.0765,0.99,0.476,0.109,0.399,64.208,5,relax
53,230306,False,0.373,0.354,0,-10.233,1,0.0279,0.532,2.25e-06,0.146,0.131,106.081,3,relax
43,221106,False,0.712,0.39,6,-11.013,0,0.0314,0.607,1.5e-05,0.144,0.275,119.981,4,relax
37,169906,False,0.616,0.332,0,-8.692,1,0.0262,0.759,0.000911,0.17,0.372,91.035,4,relax
18,140120,False,0.501,0.354,7,-14.475,1,0.0953,0.84,0.0,0.173,0.577,109.941,4,relax
37,103413,False,0.433,0.225,7,-12.011,1,0.0537,0.882,0.00125,0.127,0.509,87.886,3,relax
0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,relax
49,172947,False,0.593,0.512,2,-5.081,1,0.0254,0.563,0.0,0.937,0.383,101.968,4,relax
20,191493,False,0.381,0.176,6,-15.05,1,0.0398,0.984,0.00117,0.417,0.564,90.331,1,relax
62,212784,True,0.577,0.366,8,-11.792,1,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,4,relax
57,227546,False,0.262,0.513,4,-6.993,0,0.0302,0.884,0.0192,0.0952,0.473,182.886,3,relax
49,259320,False,0.444,0.423,9,-12.036,1,0.0452,0.736,0.0,0.113,0.538,88.178,4,relax
0,192160,False,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,relax
39,180906,False,0.558,0.275,0,-14.501,1,0.0309,0.849,0.000901,0.395,0.475,80.009,4,relax
52,171166,False,0.472,0.287,6,-11.173,0,0.21,0.83,0.247,0.433,0.481,179.891,3,relax
0,156257,False,0.395,0.0942,7,-17.859,1,0.0359,0.977,0.872,0.0848,0.268,133.35,3,relax
35,600493,False,0.235,0.16,11,-17.821,1,0.0391,0.81,0.0776,0.38,0.0397,130.422,4,relax
46,250120,False,0.739,0.453,4,-12.342,0,0.0606,0.797,5.98e-06,0.105,0.641,126.81,3,relax
0,154133,False,0.592,0.249,9,-8.86,1,0.0402,0.834,0.00125,0.113,0.155,90.521,4,relax
22,183413,False,0.313,0.275,9,-14.347,0,0.0363,0.663,0.0,0.282,0.399,169.878,3,relax
70,258834,False,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,relax
30,193120,False,0.6,0.135,2,-15.372,1,0.0335,0.984,0.0239,0.111,0.0688,128.799,4,relax
33,159902,False,0.609,0.251,9,-15.696,1,0.0316,0.85,0.0371,0.0947,0.304,85.0,3,relax
62,181136,False,0.497,0.13,6,-15.571,1,0.0436,0.841,0.0,0.111,0.179,130.769,3,relax
54,212506,False,0.733,0.488,1,-12.761,1,0.11,0.838,0.28,0.108,0.253,119.998,4,relax
0,154960,False,0.457,0.224,9,-19.476,0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,4,relax
44,241005,False,0.511,0.347,1,-8.729,0,0.025,0.726,0.00105,0.375,0.0514,95.088,4,relax
41,263893,False,0.38,0.265,9,-10.763,0,0.0302,0.669,2.2e-06,0.12,0.106,127.692,3,relax
56,217746,False,0.29,0.593,7,-7.971,1,0.039,0.563,0.0235,0.127,0.275,89.521,4,relax
60,210453,False,0.499,0.313,5,-9.689,1,0.0288,0.815,0.0,0.103,0.233,125.991,4,relax
41,233042,False,0.437,0.479,6,-5.698,0,0.0326,0.841,0.0,0.185,0.308,141.49,4,relax
0,224906,False,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,relax
19,249466,False,0.415,0.527,9,-12.271,0,0.0651,0.872,0.291,0.714,0.509,157.862,4,relax
55,194400,False,0.38,0.292,0,-14.282,1,0.054,0.498,0.0262,0.126,0.0777,75.572,3,relax
0,151333,False,0.771,0.158,6,-10.374,0,0.0621,0.895,0.0,0.144,0.504,130.072,4,relax
58,63840,False,0.387,0.00181,7,-43.957,0,0.0632,0.995,0.919,0.0996,0.475,98.691,4,relax
20,184712,False,0.393,0.0926,10,-21.102,1,0.0401,0.991,0.926,0.0836,0.307,123.098,4,relax
20,108000,False,0.523,0.402,5,-8.749,1,0.0495,0.559,0.0,0.175,0.497,137.076,4,relax
0,327493,False,0.226,0.421,6,-12.479,1,0.0854,0.926,0.364,0.348,0.0726,97.329,3,relax
1,201694,False,0.398,0.177,5,-10.277,1,0.0374,0.718,0.0,0.139,0.22,175.098,3,relax
0,184026,False,0.579,0.33,2,-11.108,1,0.0395,0.739,0.0,0.0785,0.298,79.885,4,relax
68,198029,False,0.569,0.183,7,-14.371,1,0.0298,0.914,0.404,0.106,0.13,70.06,3,relax
22,312320,False,0.373,0.12,0,-16.246,1,0.0338,0.981,0.868,0.118,0.153,110.357,4,relax
21,249933,False,0.599,0.243,7,-13.187,1,0.289,0.86,0.0,0.0523,0.354,66.009,3,relax
46,191020,False,0.807,0.0977,0,-15.128,1,0.0427,0.97,4.16e-05,0.0863,0.462,147.127,4,relax
48,245521,False,0.605,0.31,7,-10.276,1,0.039,0.849,0.0,0.136,0.292,118.028,4,relax
50,264289,False,0.608,0.401,4,-10.68,1,0.031,0.462,1.93e-06,0.167,0.181,120.001,4,relax
33,258453,False,0.603,0.485,7,-7.631,1,0.0452,0.747,0.00022,0.109,0.551,77.074,4,relax
0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,relax
36,243200,False,0.534,0.36,2,-10.241,1,0.0376,0.856,1.28e-06,0.141,0.193,119.109,4,relax
0,143957,False,0.455,0.389,7,-9.323,1,0.255,0.901,0.0,0.0947,0.449,174.444,3,relax
29,165953,False,0.782,0.365,9,-11.899,1,0.0413,0.627,0.126,0.11,0.501,115.474,4,relax
43,180781,False,0.629,0.257,8,-13.329,0,0.0442,0.861,1.26e-06,0.18,0.374,77.524,4,relax
0,184828,False,0.625,0.274,9,-8.593,1,0.0281,0.834,0.0,0.11,0.081,134.9,4,relax
2,393000,False,0.249,0.0423,3,-28.541,1,0.0462,0.987,0.829,0.208,0.0396,112.348,3,relax
0,250096,False,0.303,0.247,9,-12.844,0,0.0344,0.978,0.0293,0.129,0.141,90.348,4,relax
36,165240,False,0.776,0.197,0,-13.308,1,0.0467,0.95,7.39e-06,0.147,0.689,126.236,4,relax
19,278800,False,0.666,0.368,1,-10.931,1,0.0263,0.767,0.0,0.106,0.472,100.077,4,relax
33,379546,False,0.348,0.494,7,-6.329,1,0.0307,0.47,0.0,0.708,0.23,123.551,4,relax
18,232870,False,0.285,0.00512,4,-31.151,1,0.0476,0.992,0.937,0.0977,0.113,73.963,4,relax
11,152226,False,0.378,0.268,1,-11.46,1,0.0281,0.866,0.0123,0.175,0.409,68.809,4,relax
48,223490,False,0.632,0.266,2,-14.365,1,0.0257,0.96,0.00304,0.114,0.183,79.949,3,relax
26,223073,False,0.473,0.141,3,-19.192,0,0.0354,0.932,0.144,0.0525,0.345,132.103,4,relax
53,197170,False,0.46,0.195,10,-12.093,1,0.0459,0.867,1.65e-05,0.112,0.384,176.119,4,relax
71,142511,False,0.717,0.471,9,-7.971,1,0.0348,0.792,1.24e-06,0.327,0.426,110.026,4,relax
32,159973,False,0.601,0.486,9,-10.852,1,0.116,0.862,0.0204,0.336,0.514,67.607,4,relax
6,94333,False,0.233,0.0283,6,-36.023,1,0.0325,0.989,0.452,0.178,0.195,55.783,4,relax
0,121026,False,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,relax
0,154133,False,0.592,0.249,9,-8.86,1,0.0402,0.834,0.00125,0.113,0.155,90.521,4,relax
7,680139,False,0.0626,0.0925,8,-31.668,1,0.0396,0.834,0.822,0.149,0.108,61.244,3,relax
58,284143,False,0.49,0.126,1,-13.868,1,0.0327,0.926,3.36e-06,0.0992,0.102,99.892,3,relax
0,248066,False,0.751,0.417,6,-10.359,1,0.042,0.777,0.00714,0.0939,0.375,118.679,4,relax
21,110000,False,0.189,0.0446,7,-28.399,1,0.115,0.971,0.99,0.111,0.0139,82.963,4,relax
11,164800,False,0.341,0.244,7,-12.502,1,0.032,0.948,9.45e-05,0.221,0.526,204.288,4,relax
4,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,relax
53,260107,False,0.646,0.311,7,-9.169,1,0.0328,0.917,7.88e-06,0.236,0.305,130.018,4,relax
21,207180,False,0.508,0.414,11,-9.473,0,0.0373,0.876,5.43e-05,0.162,0.327,122.887,4,relax
0,191604,False,0.483,0.404,7,-11.487,1,0.13,0.73,2.03e-05,0.0878,0.311,117.745,4,relax
0,234760,False,0.482,0.43,10,-7.224,1,0.0481,0.763,2.79e-06,0.344,0.113,143.23,4,relax
37,296948,False,0.375,0.242,8,-10.517,0,0.03,0.948,0.000563,0.156,0.221,84.17,3,relax
53,216373,False,0.312,0.381,0,-8.935,0,0.0351,0.72,0.0,0.0854,0.189,145.653,4,relax
11,170280,False,0.369,0.344,9,-6.692,0,0.0307,0.93,1.02e-05,0.106,0.318,145.751,4,relax
50,225645,False,0.655,0.104,5,-21.089,1,0.0319,0.891,0.0011,0.105,0.506,99.986,4,relax
64,208320,False,0.588,0.23,5,-20.647,0,0.0423,0.643,2.66e-05,0.164,0.286,135.978,4,relax
26,116080,True,0.551,0.683,6,-11.919,1,0.949,0.827,0.0,0.671,0.489,88.31,3,relax
48,102254,False,0.671,0.0496,2,-20.166,1,0.0759,0.912,0.907,0.115,0.156,103.022,3,relax
69,243493,False,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509,3,relax
39,441680,False,0.255,0.148,5,-13.001,1,0.0361,0.626,2.89e-06,0.989,0.0809,117.479,4,relax
58,122758,False,0.607,0.191,10,-9.553,0,0.0309,0.962,0.926,0.109,0.113,86.994,4,relax
41,293160,False,0.248,0.294,11,-8.327,1,0.0295,0.764,0.0,0.108,0.126,149.464,3,relax
37,274480,False,0.358,0.486,8,-10.998,0,0.0388,0.352,0.0,0.61,0.223,93.933,4,relax
45,195750,False,0.516,0.119,9,-18.338,1,0.117,0.967,0.925,0.0996,0.131,82.072,4,relax
29,159948,False,0.608,0.405,7,-12.973,0,0.031,0.781,0.0,0.263,0.617,117.758,4,relax
8,87000,False,0.843,0.0743,5,-15.641,1,0.045,0.961,0.0,0.113,0.659,105.964,3,relax
62,152000,False,0.313,0.42,10,-9.806,1,0.0303,0.797,2.35e-06,0.126,0.339,178.711,4,relax
22,184495,False,0.671,0.192,4,-11.036,0,0.0627,0.976,0.000537,0.0944,0.67,121.908,4,relax
39,223813,False,0.502,0.429,5,-9.597,0,0.0339,0.904,0.0,0.282,0.533,157.951,4,relax
49,280652,False,0.747,0.0926,8,-11.531,1,0.0308,0.921,0.0,0.112,0.328,77.94,4,relax
47,255111,False,0.514,0.418,2,-9.053,1,0.0619,0.355,0.0,0.0604,0.147,117.705,4,relax
23,258399,False,0.301,0.422,4,-7.561,1,0.029,0.62,0.0,0.0666,0.208,78.411,4,relax
38,487866,False,0.275,0.491,4,-6.95,0,0.0375,0.891,0.0149,0.295,0.32,158.676,4,relax
76,176471,True,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,4,relax
30,146842,False,0.612,0.306,10,-11.611,1,0.121,0.937,1.49e-05,0.14,0.5,127.283,4,relax
0,211372,False,0.606,0.456,0,-8.192,0,0.467,0.759,0.00551,0.14,0.267,185.914,4,relax
24,167786,False,0.499,0.267,2,-9.541,1,0.0791,0.992,0.00452,0.349,0.466,85.816,3,relax
14,216500,False,0.172,0.33,3,-24.273,0,0.0399,0.851,0.685,0.111,0.129,77.512,3,relax
0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,relax
57,248800,False,0.344,0.196,9,-7.518,0,0.032,0.881,0.0,0.104,0.45,72.609,4,relax
30,230373,False,0.366,0.0487,10,-22.989,1,0.0408,0.84,0.0,0.62,0.417,109.766,3,relax
0,215226,False,0.565,0.403,2,-12.425,1,0.0303,0.674,0.0,0.103,0.48,109.62,4,relax
42,283312,False,0.639,0.386,10,-8.845,1,0.0252,0.822,1.85e-06,0.107,0.158,91.89,4,relax
0,256880,False,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,relax
44,254240,False,0.497,0.311,4,-8.269,0,0.0523,0.673,0.0,0.105,0.33,169.007,4,relax
29,220306,False,0.519,0.337,10,-8.677,1,0.027,0.498,0.0,0.131,0.39,139.792,4,relax
52,276000,False,0.585,0.369,7,-12.23,0,0.0278,0.663,1.62e-06,0.278,0.182,134.058,4,relax
35,199090,False,0.492,0.452,5,-8.796,1,0.028,0.395,0.0345,0.123,0.223,110.059,4,relax
51,224390,True,0.64,0.424,2,-11.221,1,0.0378,0.476,0.0,0.0851,0.387,123.006,4,relax
22,256079,False,0.629,0.308,0,-7.544,1,0.0544,0.862,0.0,0.121,0.373,132.062,4,relax
12,161493,False,0.607,0.276,4,-11.412,1,0.0311,0.763,0.0,0.106,0.553,114.827,4,relax
52,318846,False,0.414,0.37,4,-15.748,0,0.0573,0.696,0.000129,0.211,0.33,76.846,4,relax
24,199933,False,0.184,0.601,10,-4.744,1,0.0494,0.75,1.37e-06,0.972,0.0796,74.219,4,relax
7,577293,False,0.115,0.00941,0,-30.182,0,0.0407,0.988,0.936,0.0918,0.0317,93.99,3,relax
82,198853,False,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,relax
47,280448,False,0.711,0.495,4,-8.597,0,0.0491,0.729,0.00283,0.708,0.514,128.14,4,relax
50,312266,False,0.416,0.429,0,-10.347,1,0.0355,0.592,0.0,0.0622,0.0926,91.072,4,relax
43,259906,False,0.426,0.476,1,-10.493,1,0.0393,0.856,0.000569,0.174,0.335,140.482,4,relax
27,168266,False,0.451,0.152,4,-14.084,0,0.0338,0.874,1.55e-05,0.168,0.531,82.425,3,relax
41,218250,False,0.418,0.133,5,-12.277,1,0.0534,0.624,0.0,0.0716,0.378,167.912,3,relax
17,143933,False,0.347,0.348,0,-10.555,1,0.033,0.768,0.0131,0.244,0.491,113.62,4,relax
2,241600,False,0.548,0.342,3,-11.74,1,0.0387,0.881,0.000111,0.113,0.305,95.866,4,relax
0,1339977,False,0.164,0.259,4,-16.207,1,0.0377,0.696,0.533,0.122,0.035,86.187,4,relax
62,244470,False,0.426,0.487,2,-5.276,1,0.0361,0.785,0.0,0.259,0.28,135.103,4,relax
61,188666,False,0.797,0.39,2,-6.594,1,0.0303,0.726,0.0,0.144,0.536,97.944,4,relax
58,261616,False,0.617,0.212,0,-9.856,1,0.0334,0.958,0.00157,0.131,0.219,126.579,4,relax
64,236579,False,0.652,0.372,0,-8.823,0,0.035,0.832,2.86e-06,0.117,0.13,118.934,4,relax
69,200940,False,0.643,0.324,0,-7.817,1,0.0338,0.8,0.0,0.111,0.444,147.019,4,relax
21,82348,False,0.586,0.31,9,-21.647,1,0.93,0.942,0.0,0.686,0.258,99.566,5,relax
0,147960,False,0.454,0.0107,0,-33.316,1,0.0449,0.995,0.881,0.104,0.156,84.197,4,relax
17,266600,False,0.468,0.247,0,-14.514,1,0.223,0.888,2.77e-05,0.285,0.367,90.136,4,relax
0,173106,False,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,relax
0,557093,False,0.257,0.00297,9,-33.113,1,0.051,0.982,0.39,0.0615,0.0708,169.42,3,relax
17,253400,False,0.211,0.154,0,-18.504,1,0.0356,0.827,0.117,0.0968,0.111,106.762,4,relax
64,212066,False,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,3,relax
10,142400,False,0.644,0.194,10,-17.324,1,0.0311,0.842,0.000292,0.0948,0.364,97.371,3,relax
57,354400,False,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,4,relax
57,166624,True,0.673,0.376,11,-14.029,1,0.0407,0.688,0.548,0.45,0.336,118.033,4,relax
45,231784,False,0.682,0.462,11,-11.505,0,0.0388,0.913,0.212,0.107,0.529,96.054,4,relax
0,181506,False,0.453,0.365,4,-11.557,1,0.0373,0.938,0.00599,0.343,0.601,139.686,4,relax
57,166146,False,0.553,0.476,0,-8.869,1,0.0649,0.647,0.0,0.281,0.558,113.401,3,relax
0,214960,False,0.347,0.232,8,-21.254,1,0.055,0.984,0.916,0.105,0.0373,128.317,4,relax
0,291287,False,0.233,0.054,10,-21.331,1,0.0423,0.982,0.000201,0.0955,0.0632,79.679,4,relax
24,376040,False,0.197,0.373,4,-10.047,1,0.0357,0.824,0.0274,0.095,0.194,132.215,4,relax
67,266906,False,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,4,relax
40,70273,False,0.485,0.0192,4,-29.844,1,0.0503,0.991,0.922,0.0991,0.41,134.218,4,relax
0,289053,False,0.364,0.11,4,-18.897,1,0.0771,0.985,0.924,0.111,0.15,196.58,3,relax
0,212866,False,0.449,0.411,4,-9.189,1,0.0329,0.742,0.101,0.112,0.109,149.911,4,relax
52,183454,True,0.588,0.402,2,-11.551,1,0.172,0.668,6.77e-06,0.33,0.267,91.257,4,relax
0,198333,False,0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,relax
0,67760,False,0.548,0.216,2,-9.873,1,0.0354,0.995,0.954,0.0845,0.204,62.857,4,relax
32,119002,False,0.181,0.00722,0,-35.692,1,0.107,0.777,0.785,0.146,0.00391,84.757,4,relax
0,227173,False,0.587,0.329,7,-11.957,1,0.0413,0.531,0.032,0.115,0.337,126.632,4,relax
9,159941,False,0.638,0.271,6,-15.111,1,0.0443,0.206,0.301,0.117,0.187,84.487,4,relax
18,157880,False,0.617,0.352,7,-8.643,0,0.0463,0.926,0.00455,0.187,0.602,123.391,4,relax
29,407226,False,0.332,0.262,2,-16.563,1,0.0347,0.876,0.0,0.164,0.443,104.04,5,relax
26,209826,False,0.213,0.0402,2,-25.724,0,0.0399,0.557,0.476,0.221,0.0359,110.354,4,relax
0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,relax
49,215113,False,0.703,0.327,9,-13.647,1,0.0359,0.867,0.314,0.1,0.274,132.006,4,relax
0,195213,False,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4,relax
37,235880,False,0.261,0.265,0,-9.515,1,0.0327,0.726,0.0,0.673,0.134,84.344,4,relax
3,118492,False,0.627,0.117,8,-21.584,1,0.0376,0.979,0.926,0.264,0.382,68.845,4,relax
32,199448,False,0.439,0.00928,5,-33.082,0,0.0556,0.995,0.951,0.13,0.0677,133.423,4,relax
0,365720,False,0.515,0.362,0,-9.661,1,0.0267,0.545,0.00133,0.0813,0.364,131.433,3,relax
55,73557,True,0.701,0.335,1,-11.377,1,0.598,0.772,3.62e-06,0.135,0.28,84.35,4,relax
46,241500,False,0.453,0.0531,1,-19.956,1,0.0355,0.946,0.000161,0.0796,0.354,79.863,4,relax
40,249856,False,0.572,0.377,7,-10.625,0,0.0413,0.79,3.6e-06,0.159,0.559,144.015,4,relax
54,285137,False,0.643,0.44,3,-8.18,1,0.0277,0.838,1.93e-06,0.109,0.226,99.963,4,relax
46,203752,False,0.418,0.331,8,-8.296,1,0.0339,0.931,4.92e-05,0.0994,0.376,82.134,5,relax
27,203008,False,0.657,0.368,7,-9.971,1,0.0451,0.779,0.000283,0.101,0.593,146.993,3,relax
0,196853,False,0.57,0.0696,6,-13.124,1,0.0504,0.888,0.0,0.11,0.182,139.348,4,relax
63,178445,False,0.499,0.2,2,-10.276,1,0.0355,0.819,0.0,0.115,0.185,137.367,4,relax
14,146800,False,0.848,0.218,7,-11.344,1,0.0753,0.936,3.29e-06,0.0538,0.793,116.386,4,relax
45,208777,False,0.355,0.264,0,-10.174,1,0.029,0.539,0.00353,0.0988,0.107,93.021,3,relax
20,185346,False,0.144,0.127,7,-17.29,1,0.0359,0.945,5.2e-06,0.0994,0.0958,71.548,3,relax
0,198269,False,0.16,0.263,0,-20.167,0,0.0398,0.943,0.0028,0.0881,0.175,77.969,1,relax
20,403373,False,0.284,0.232,2,-12.824,1,0.0378,0.841,6.14e-05,0.0897,0.155,117.456,4,relax
53,308253,False,0.485,0.291,9,-15.485,1,0.04,0.616,0.000345,0.238,0.195,139.859,3,relax
44,272747,False,0.522,0.665,1,-7.694,0,0.43,0.632,2.86e-06,0.112,0.395,83.077,1,relax
7,143240,False,0.157,0.314,2,-14.837,0,0.0437,0.994,0.418,0.162,0.112,166.358,1,relax
0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,relax
46,82314,False,0.445,0.23,4,-11.063,0,0.0409,0.968,0.0,0.102,0.492,83.336,5,relax
19,122333,False,0.276,0.179,0,-16.543,1,0.0326,0.859,0.0139,0.172,0.181,60.55,4,relax
59,180000,False,0.538,0.187,0,-15.278,1,0.0596,0.88,9e-05,0.111,0.201,119.813,4,relax
28,223793,False,0.485,0.22,4,-12.198,0,0.0412,0.858,1.98e-06,0.089,0.449,161.291,1,relax
19,175396,False,0.281,0.251,0,-8.344,1,0.0428,0.945,0.0145,0.1,0.0693,75.806,5,relax
